Open,High,Low,Close,Adj Close,Volume
27.84749984741211,27.860000610351562,26.837499618530273,27.332500457763672,24.46645164489746,212818400
27.072500228881836,27.162500381469727,26.352500915527344,26.5625,23.777191162109375,257142000
26.635000228881836,26.857500076293945,26.157499313354492,26.565000534057617,23.779430389404297,263188400
26.799999237060547,27.049999237060547,26.674999237060547,26.9375,24.112871170043945,160423600
27.3075008392334,28.037500381469727,27.174999237060547,27.97249984741211,25.039339065551758,237458000
28.167499542236328,28.3125,27.552499771118164,28.002500534057617,25.066192626953125,214798000
28.149999618530273,28.157499313354492,27.200000762939453,27.3125,24.448545455932617,198603200
27.857500076293945,28.200000762939453,27.227500915527344,27.55500030517578,24.665616989135742,268367600
27.260000228881836,27.622499465942383,27.125,27.450000762939453,24.571626663208008,195826400
27.5,27.514999389648438,26.665000915527344,26.704999923706055,23.90474510192871,240056000
26.75749969482422,26.895000457763672,26.299999237060547,26.497499465942383,23.71900749206543,314053200
26.959999084472656,27.24250030517578,26.625,27.18000030517578,24.329936981201172,199599600
27.237499237060547,27.764999389648438,27.0674991607666,27.387500762939453,24.51568603515625,194303600
27.565000534057617,28.11750030517578,27.43000030517578,28.100000381469727,25.153472900390625,215185600
28.075000762939453,28.4375,27.88249969482422,28.2450008392334,25.28326416015625,185859200
28.434999465942383,28.59000015258789,28.200000762939453,28.274999618530273,25.310117721557617,222460000
28.104999542236328,28.1200008392334,27.25749969482422,27.28499984741211,24.423927307128906,382274800
29.407499313354492,29.530000686645508,28.827499389648438,28.827499389648438,25.804683685302734,585908400
29.079999923706055,29.797500610351562,28.889999389648438,29.725000381469727,26.608076095581055,337745600
29.600000381469727,30.0,29.212499618530273,29.290000915527344,26.218687057495117,334982000
29.512500762939453,29.792499542236328,29.020000457763672,29.657499313354492,26.547649383544922,250956400
29.625,29.772499084472656,29.40250015258789,29.662500381469727,26.552125930786133,207662800
29.625,30.127500534057617,29.577499389648438,29.889999389648438,26.75577163696289,280598800
30.0049991607666,30.0575008392334,29.8125,29.985000610351562,26.946739196777344,168984800
30.0049991607666,30.0625,29.612499237060547,29.732500076293945,26.71982192993164,174826400
29.637500762939453,29.959999084472656,29.607500076293945,29.93000030517578,26.897315979003906,155559200
30.042499542236328,30.537500381469727,30.040000915527344,30.5049991607666,27.41404914855957,248034000
30.6924991607666,31.229999542236328,30.625,31.219999313354492,28.05660057067871,294247200
31.514999389648438,31.8700008392334,31.392499923706055,31.614999771118164,28.411582946777344,297898000
31.81999969482422,31.81999969482422,31.412500381469727,31.770000457763672,28.550874710083008,217088800
31.872499465942383,32.220001220703125,31.729999542236328,31.957500457763672,28.719379425048828,252609600
31.907499313354492,32.19499969482422,31.862499237060547,32.18000030517578,28.919328689575195,179566800
32.119998931884766,32.25749969482422,32.08250045776367,32.11249923706055,28.85866928100586,149449600
32.154998779296875,32.375,32.01250076293945,32.375,29.094572067260742,195793600
32.505001068115234,33.25,32.415000915527344,33.25,29.880910873413086,283896400
33.23500061035156,33.400001525878906,32.79249954223633,33.04249954223633,29.694433212280273,276912400
32.88999938964844,32.900001525878906,32.037498474121094,32.1974983215332,28.935062408447266,298846800
32.1974983215332,32.717498779296875,31.65250015258789,32.60499954223633,29.301273345947266,365150000
32.5,32.64250183105469,32.060001373291016,32.1150016784668,28.860919952392578,248059200
32.3125,32.56999969482422,32.07500076293945,32.272499084472656,29.00246238708496,192386800
32.2400016784668,32.380001068115234,32.022499084472656,32.34000015258789,29.06312370300293,151265200
32.275001525878906,32.38999938964844,32.08000183105469,32.1349983215332,28.878890991210938,126665200
32.14500045776367,32.1875,31.440000534057617,31.602500915527344,28.40035057067871,226068400
32.099998474121094,32.342498779296875,31.565000534057617,31.649999618530273,28.44303321838379,291368400
31.989999771118164,32.39250183105469,31.264999389648438,31.78499984741211,28.56435775756836,354114000
31.602500915527344,31.80500030517578,30.950000762939453,31.127500534057617,27.973478317260742,275426400
31.1875,31.1924991607666,30.52750015258789,30.559999465942383,27.463481903076172,275756000
30.577499389648438,31.225000381469727,30.407499313354492,31.112499237060547,27.959993362426758,193450800
31.100000381469727,31.350000381469727,30.645000457763672,30.897499084472656,27.766775131225586,207309200
30.969999313354492,31.237499237060547,30.717500686645508,31.237499237060547,28.07233428955078,143497200
31.475000381469727,31.829999923706055,31.412500381469727,31.760000228881836,28.541889190673828,204092400
31.75,32.290000915527344,31.592500686645508,32.11750030517578,28.863170623779297,261083600
32.1875,32.3125,31.850000381469727,31.875,28.645235061645508,183238000
32.0625,32.099998474121094,31.290000915527344,31.475000381469727,28.285768508911133,274780400
31.780000686645508,31.962499618530273,31.6299991607666,31.802499771118164,28.580081939697266,150838800
31.8075008392334,32.0099983215332,31.639999389648438,31.672500610351562,28.4632568359375,131369200
31.635000228881836,31.704999923706055,30.844999313354492,30.844999313354492,27.719600677490234,206620800
30.690000534057617,31.219999313354492,30.649999618530273,31.059999465942383,27.912805557250977,190291600
31.142499923706055,31.174999237060547,30.727500915527344,30.8125,27.69039535522461,158184800
31.012500762939453,31.600000381469727,31.0,31.592500686645508,28.3913631439209,188398800
31.522499084472656,31.622499465942383,31.09000015258789,31.107500076293945,27.95550537109375,168362400
31.204999923706055,31.280000686645508,30.774999618530273,31.0625,27.915058135986328,162485600
31.25749969482422,31.389999389648438,31.047500610351562,31.329999923706055,28.15545654296875,128880400
31.11750030517578,31.877500534057617,31.082500457763672,31.837499618530273,28.611534118652344,148776000
31.90999984741211,32.029998779296875,31.4950008392334,31.502500534057617,28.310483932495117,140049200
31.462499618530273,31.600000381469727,31.24250030517578,31.399999618530273,28.218360900878906,149316800
31.462499618530273,31.645000457763672,31.165000915527344,31.639999389648438,28.434049606323242,129936000
31.487499237060547,31.802499771118164,31.315000534057617,31.774999618530273,28.555368423461914,160752000
32.092498779296875,32.14250183105469,31.65250015258789,31.712499618530273,28.499197006225586,145460400
31.75,31.822500228881836,31.477500915527344,31.575000762939453,28.375633239746094,102098400
31.602500915527344,31.782499313354492,31.502500534057617,31.69499969482422,28.483474731445312,115881600
31.56999969482422,31.774999618530273,31.52750015258789,31.542499542236328,28.34642219543457,113476000
31.387500762939453,31.53499984741211,31.114999771118164,31.1875,28.027393341064453,207828000
31.392499923706055,32.029998779296875,31.292499542236328,31.899999618530273,28.667701721191406,188217200
32.025001525878906,32.04999923706055,31.667499542236328,31.727500915527344,28.51268768310547,129740400
31.747499465942383,32.217498779296875,31.579999923706055,32.154998779296875,28.89686393737793,150618000
32.07500076293945,32.60499954223633,32.03499984741211,32.41749954223633,29.132766723632812,183083600
32.622501373291016,32.657501220703125,32.307498931884766,32.56999969482422,29.269819259643555,178103600
33.07749938964844,33.282501220703125,32.787498474121094,33.162498474121094,29.80228042602539,387816800
33.6150016784668,33.6349983215332,32.39250183105469,32.63999938964844,29.332721710205078,475696000
32.540000915527344,32.897499084472656,32.07500076293945,32.15999984741211,28.901357650756836,253544400
32.15999984741211,32.15999984741211,31.145000457763672,31.287500381469727,28.11726951599121,332781600
31.524999618530273,32.532501220703125,31.325000762939453,32.23749923706055,28.97100830078125,234050400
32.375,32.64250183105469,32.064998626708984,32.17499923706055,28.914833068847656,203953200
32.037498474121094,32.11249923706055,31.44499969482422,31.450000762939453,28.26329803466797,197085600
31.639999389648438,31.6875,30.84000015258789,31.252500534057617,28.085813522338867,288564000
31.1924991607666,31.520000457763672,31.0049991607666,31.315000534057617,28.25952911376953,175763600
31.670000076293945,31.905000686645508,31.52750015258789,31.905000686645508,28.791963577270508,222201600
31.84749984741211,31.889999389648438,31.407499313354492,31.579999923706055,28.49867057800293,168143200
31.399999618530273,31.719999313354492,31.204999923706055,31.467500686645508,28.397153854370117,192640000
31.537500381469727,31.797500610351562,31.467500686645508,31.502500534057617,28.428739547729492,138776800
31.852500915527344,32.23749923706055,31.790000915527344,32.23749923706055,29.092021942138672,180814000
32.26750183105469,32.372501373291016,32.0525016784668,32.192501068115234,29.051408767700195,152832000
32.095001220703125,32.68000030517578,32.09000015258789,32.54750061035156,29.371774673461914,203531600
32.67250061035156,32.720001220703125,32.40999984741211,32.51750183105469,29.34469985961914,178532800
32.5,32.744998931884766,32.334999084472656,32.51499938964844,29.34244728088379,145819600
32.51750183105469,32.907501220703125,32.45750045776367,32.84749984741211,29.642501831054688,158921600
32.900001525878906,33.24250030517578,32.849998474121094,33.1349983215332,29.90195083618164,182384000
33.150001525878906,33.227500915527344,32.279998779296875,32.404998779296875,29.24317741394043,282790400
32.584999084472656,33.064998626708984,32.51250076293945,33.0099983215332,29.789140701293945,183332800
32.96500015258789,32.98749923706055,32.775001525878906,32.94499969482422,29.730487823486328,122933200
32.807498931884766,32.86249923706055,32.474998474121094,32.56999969482422,29.39208221435547,203538000
32.56999969482422,32.84749984741211,32.51250076293945,32.6349983215332,29.45073890686035,128451200
32.46500015258789,32.665000915527344,32.33000183105469,32.4900016784668,29.31988525390625,134670400
32.665000915527344,32.73500061035156,32.474998474121094,32.529998779296875,29.355976104736328,123934000
32.39500045776367,32.64500045776367,32.227500915527344,32.34000015258789,29.184518814086914,153800400
32.375,32.42250061035156,32.09000015258789,32.162498474121094,29.024337768554688,142507200
32.224998474121094,32.3025016784668,31.707500457763672,31.950000762939453,28.83257293701172,210699200
31.674999237060547,32.02000045776367,31.405000686645508,31.854999542236328,28.74683952331543,224301600
31.979999542236328,32.334999084472656,31.962499618530273,32.220001220703125,29.07622718811035,156349200
32.29499816894531,32.54499816894531,32.119998931884766,32.147499084472656,29.01079559326172,141563600
32.04750061035156,32.08250045776367,31.77750015258789,31.792499542236328,28.690441131591797,147544800
31.524999618530273,31.809999465942383,31.427499771118164,31.729999542236328,28.63404083251953,175955600
31.75749969482422,31.962499618530273,31.592500686645508,31.899999618530273,28.787446975708008,125976400
31.93000030517578,31.969999313354492,31.684999465942383,31.825000762939453,28.719768524169922,131672400
31.8075008392334,32.07749938964844,31.80500030517578,31.969999313354492,28.85061264038086,141628800
31.927499771118164,31.954999923706055,31.600000381469727,31.649999618530273,28.561840057373047,218867600
31.872499465942383,32.01499938964844,31.770000457763672,31.90250015258789,28.78970718383789,136157200
31.8700008392334,31.90250015258789,31.719999313354492,31.75749969482422,28.658855438232422,121075600
31.802499771118164,32.45000076293945,31.780000686645508,32.02750015258789,28.902515411376953,221123600
32.21500015258789,32.29999923706055,31.875,31.875,28.764890670776367,127752400
31.917499542236328,31.997499465942383,31.627500534057617,31.6875,28.595685958862305,176267200
31.364999771118164,31.61750030517578,31.1200008392334,31.13249969482422,28.094837188720703,196645600
31.392499923706055,31.530000686645508,31.21500015258789,31.357500076293945,28.29787826538086,177482800
31.725000381469727,31.735000610351562,31.497499465942383,31.649999618530273,28.561840057373047,120955200
31.607500076293945,31.672500610351562,31.4424991607666,31.610000610351562,28.525745391845703,108844000
31.235000610351562,31.5575008392334,31.212499618530273,31.5,28.426475524902344,112241600
31.47249984741211,31.537500381469727,30.9424991607666,31.422500610351562,28.35654067993164,187787200
31.1200008392334,31.15999984741211,30.635000228881836,30.642499923706055,27.652647018432617,243046400
30.962499618530273,31.014999389648438,29.80500030517578,30.017499923706055,27.0886287689209,314380000
30.485000610351562,30.962499618530273,30.302499771118164,30.81999969482422,27.81283187866211,245418000
31.25749969482422,31.440000534057617,31.079999923706055,31.415000915527344,28.349775314331055,165762000
31.510000228881836,31.592500686645508,31.260000228881836,31.40250015258789,28.338491439819336,127072400
31.43000030517578,31.787500381469727,31.395000457763672,31.704999923706055,28.611480712890625,134596800
31.934999465942383,32.14250183105469,31.837499618530273,32.127498626708984,28.99275016784668,144889600
32.27000045776367,32.404998779296875,32.07749938964844,32.404998779296875,29.24317741394043,184658800
32.74250030517578,33.24250030517578,32.67499923706055,33.01750183105469,29.79591178894043,235600800
33.212501525878906,33.22999954223633,32.58000183105469,32.6875,29.498111724853516,307025600
